Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
1,Justin Abdelkader\abdelju01,32,DET,LW,43,0,3,3,-10,25,-0.7,0,0,0,0,3,0,0,38,0,505,11:44,24,93,36,31,53.7
2,Pontus Aberg\abergpo01,26,TOR,LW,5,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,44,08:42,1,1,0,0,
3,Vitaly Abramov\abramvi01,21,OTT,RW,2,1,0,1,0,2,0.2,1,0,0,0,0,0,0,3,33.3,12,05:47,0,0,0,0,
4,Noel Acciari\acciano01,28,FLA,C,56,19,5,24,-2,17,2.6,18,0,1,5,5,0,0,84,22.6,884,15:47,87,106,317,334,48.7
5,Andrew Agozzino\agozzan01,29,PIT,LW,13,0,2,2,0,4,0.1,0,0,0,0,2,0,0,6,0,82,06:16,5,15,22,21,51.2
6,Sebastian Aho\ahose01,22,CAR,F,58,33,23,56,12,20,7.4,24,6,3,5,16,6,1,174,19,1122,19:20,14,42,342,400,46.1
7,Michael Amadio\amadimi01,23,LAK,C,57,6,10,16,-8,8,0.8,6,0,0,0,7,3,0,89,6.7,759,13:19,18,18,209,218,48.9
8,Joey Anderson\anderjo08,21,NJD,RW,7,2,2,4,1,2,0.5,2,0,0,0,2,0,0,8,25,76,10:49,1,6,1,0,100
9,Josh Anderson\anderjo05,25,CBJ,RW,26,1,3,4,-8,17,-0.4,1,0,0,0,3,0,0,63,1.6,418,16:04,13,68,7,12,36.8
10,Jaret Anderson-Dolan\anderja01,20,LAK,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,41,10:16,0,3,5,8,38.5
11,Lias Andersson\anderli01,21,NYR,C,17,0,1,1,-8,4,-0.5,0,0,0,0,1,0,0,13,0,162,09:33,8,20,41,47,46.6
12,Rasmus Andersson\anderra01,23,CGY,D,61,4,14,18,-15,55,2.5,4,0,0,0,10,4,0,112,3.6,1191,19:31,65,43,0,0,
13,Andy Andreoff\andrean01,28,PHI,LW,14,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,14,0,119,08:32,4,20,4,4,50
14,Anthony Angello\angelan01,23,PIT,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,20,04:56,2,4,0,0,
15,Artem Anisimov\anisiar01,31,OTT,C,41,11,4,15,-14,6,1.2,8,3,0,1,4,0,0,64,17.2,560,13:39,21,4,157,156,50.2
16,Mason Appleton\applema01,24,WPG,C,35,4,3,7,-9,10,0.1,3,0,1,0,3,0,0,40,10,390,11:09,10,17,4,6,40
17,Josh Archibald\archijo01,27,EDM,RW,50,9,7,16,-5,10,1.4,7,0,2,3,6,0,1,54,16.7,653,13:03,34,138,0,2,0
18,Joel Armia\armiajo01,26,MTL,RW,48,15,13,28,9,22,3.4,10,3,2,2,12,1,0,139,10.8,836,17:25,23,130,1,4,20
19,Viktor Arvidsson\arvidvi01,26,NSH,LW,46,13,10,23,-2,18,2.1,10,3,0,0,8,2,0,101,12.9,762,16:34,20,24,11,7,61.1
20,Rasmus Asplund\asplura01,22,BUF,F,29,1,2,3,-4,6,-0.3,1,0,0,0,1,0,1,36,2.8,314,10:50,7,20,49,65,43
21,Zach Aston-Reese\astonza01,25,PIT,C,57,6,7,13,6,28,0.7,5,0,1,0,7,0,0,98,6.1,822,14:26,30,136,7,16,30.4
22,Andreas Athanasiou\athanan01,25,DET,C,44,8,14,22,-44,26,0.4,5,3,0,1,10,4,0,108,7.4,731,16:37,20,28,42,58,42
23,Cam Atkinson\atkinca01,30,CBJ,RW,44,12,14,26,2,6,2.9,9,3,0,2,9,5,0,148,8.1,785,17:51,21,18,27,30,47.4
24,Nicolas Aube-Kubel\aubekni01,23,PHI,RW,26,4,4,8,-4,17,0.6,3,1,0,1,4,0,0,32,12.5,285,10:58,11,61,1,2,33.3
25,David Backes\backeda01,35,BOS,C,16,1,2,3,-2,16,0.1,0,1,0,1,2,0,0,26,3.8,137,08:33,4,22,7,10,41.2
26,Mikael Backlund\backlmi01,30,CGY,C,61,10,22,32,0,26,2.6,4,3,3,2,16,6,0,129,7.8,1089,17:51,10,34,302,336,47.3
27,Nicklas Backstrom\backsni02,32,WSH,C,51,11,34,45,-2,12,3.9,9,2,0,0,20,14,0,116,9.5,984,19:18,35,26,445,447,49.9
28,Sven Baertschi\baertsv01,27,VAN,LW,6,0,2,2,-2,4,0,0,0,0,0,0,2,0,7,0,71,11:49,0,5,0,0,
29,Josh Bailey\bailejo01,30,NYI,C,58,12,25,37,-14,10,2.9,9,2,1,2,18,7,0,77,15.6,986,17:00,42,18,113,102,52.6
30,Justin Bailey\baileju01,24,VAN,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,05:20,0,4,0,0,
31,Rudolfs Balcers\balceru01,22,OTT,LW,7,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,72,10:15,2,10,0,2,0
32,Ivan Barbashev\barbaiv01,24,STL,C,57,7,15,22,1,17,1.7,6,0,1,1,14,0,1,62,11.3,758,13:18,28,123,120,139,46.3
33,Riley Barber\barberi01,25,MTL,RW,9,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,6,0,74,08:15,1,15,1,0,100
34,Mark Barberio\barbema01,29,COL,D,14,0,2,2,7,12,0.8,0,0,0,0,2,0,0,21,0,222,15:52,15,11,0,0,
35,Cole Bardreau\bardrco01,26,NYI,F,10,1,1,2,-2,6,0.1,1,0,0,1,1,0,0,10,10,89,08:52,1,21,21,29,42
36,Aleksander Barkov\barkoal01,24,FLA,C,56,17,40,57,6,16,5.5,10,7,0,2,28,11,1,148,11.5,1115,19:55,28,14,552,471,54
37,Tyson Barrie\barrity01,28,TOR,D,60,5,28,33,-6,16,3.7,4,1,0,0,19,9,0,150,3.3,1306,21:46,68,39,0,0,
38,Mathew Barzal\barzama01,22,NYI,C,58,18,30,48,4,34,5,14,4,0,2,25,5,0,139,12.9,1143,19:43,37,17,190,269,41.4
39,Drake Batherson\bathedr01,21,OTT,C,20,2,6,8,-9,8,0.2,1,1,0,0,2,4,0,29,6.9,315,15:46,10,42,4,1,80
40,Jay Beagle\beaglja01,34,VAN,RW,50,1,4,5,-9,38,-0.8,0,0,1,1,3,0,1,42,2.4,629,12:35,39,60,361,245,59.6
41,Ethan Bear\bearet01,22,EDM,D,59,5,13,18,0,27,3.7,4,1,0,1,13,0,0,82,6.1,1267,21:28,82,50,0,0,
42,J.C. Beaudin\beaudje01,22,OTT,C,22,0,1,1,-4,7,-0.4,0,0,0,0,1,0,0,18,0,190,08:38,11,51,62,56,52.5
43,Nathan Beaulieu\beaulna01,27,WPG,D,27,1,5,6,10,27,1.8,1,0,0,1,5,0,0,21,4.8,429,15:53,27,47,0,0,
44,Anthony Beauvillier\beauvan01,22,NYI,LW,58,18,19,37,-3,10,3.9,14,3,1,3,15,4,0,111,16.2,998,17:13,34,74,8,2,80
45,Pierre-Edouard Bellemare\bellepi01,34,COL,LW,57,8,12,20,6,10,1.6,6,0,2,0,10,0,2,66,12.1,753,13:12,34,36,333,302,52.4
46,Kieffer Bellows\belloki01,21,NYI,LW,6,2,1,3,3,0,0.5,2,0,0,1,1,0,0,8,25,64,10:41,4,9,0,0,
47,Emil Bemstrom\bemstem01,20,CBJ,C,46,5,9,14,1,4,1.2,2,3,0,2,7,2,0,77,6.5,543,11:48,14,43,4,8,33.3
48,Jamie Benn\bennja01,30,DAL,LW,59,18,14,32,-6,33,3.5,11,7,0,4,9,5,0,142,12.7,978,16:35,51,149,224,170,56.9
49,Jordie Benn\bennjo01,32,VAN,D,42,1,6,7,-6,17,1,1,0,0,1,6,0,0,55,1.8,689,16:25,61,40,0,0,
50,Sam Bennett\bennesa01,23,CGY,C,43,8,4,12,1,32,1.3,8,0,0,0,3,1,0,70,11.4,548,12:45,12,90,73,70,51
51,Matt Benning\bennima01,25,EDM,D,34,1,6,7,9,15,2,1,0,0,0,6,0,0,28,3.6,459,13:29,28,65,0,0,
52,Tyler Benson\bensoty01,21,EDM,LW,4,0,1,1,2,0,0.1,0,0,0,0,1,0,0,4,0,40,10:04,1,1,1,0,100
53,Patrice Bergeron\bergepa01,34,BOS,C,51,26,24,50,20,18,6.9,15,10,1,4,15,9,0,176,14.8,972,19:04,35,38,645,477,57.5
54,Lean Bergmann\bergmle01,21,SJS,F,8,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,9,0,68,08:27,4,10,0,2,0
55,Tyler Bertuzzi\bertuty01,24,DET,LW,61,18,21,39,-23,18,3.4,15,3,0,1,12,9,0,111,16.2,1180,19:20,27,63,4,1,80
56,Alex Biega\biegaal01,31,DET,D,39,0,1,1,-11,16,0.3,0,0,0,0,1,0,0,41,0,608,15:35,38,87,0,0,
57,Jake Bischoff\bischja01,25,VEG,D,4,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,6,0,62,15:36,8,8,0,0,
58,Clark Bishop\bishocl01,23,CAR,C,5,0,1,1,-2,4,0,0,0,0,0,1,0,0,4,0,38,07:39,0,5,13,21,38.2
59,Anthony Bitetto\bitetan01,29,WPG,D,47,0,6,6,3,25,1.5,0,0,0,0,5,0,1,48,0,717,15:15,48,133,0,0,
60,Anders Bjork\bjorkan01,23,BOS,LW,52,9,9,18,7,10,1.9,8,1,0,0,9,0,0,64,14.1,677,13:02,17,38,2,1,66.7
61,Oliver Bjorkstrand\bjorkol01,24,CBJ,RW,47,19,14,33,8,12,4.5,17,2,0,5,11,3,0,154,12.3,840,17:52,16,39,5,12,29.4
62,Tobias Bjornfot\bjornto01,18,LAK,D,3,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,0,,39,12:58,0,0,0,0,
63,Nick Bjugstad\bjugsni01,27,PIT,C,10,1,0,1,2,8,0.1,1,0,0,0,0,0,0,16,6.3,132,13:14,6,19,34,50,40.5
64,Colin Blackwell\blackco01,26,NSH,C,21,2,3,5,7,8,0.6,2,0,0,0,3,0,0,22,9.1,224,10:41,18,41,36,28,56.3
65,Sammy Blais\blaissa01,23,STL,LW,29,6,4,10,-3,14,0.9,6,0,0,1,4,0,0,39,15.4,370,12:46,10,112,0,0,
66,Joseph Blandisi\blandjo01,25,PIT,C,21,2,3,5,-3,10,0.3,2,0,0,1,3,0,0,12,16.7,172,08:13,9,26,33,48,40.7
67,Joachim Blichfeld\blichjo01,21,SJS,W,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0,38,12:46,4,3,0,0,
68,Anton Blidh\blidhan01,24,BOS,LW,5,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,5,0,55,11:01,4,9,0,0,
69,Teddy Blueger\bluegte01,25,PIT,C,57,8,13,21,6,21,1.6,8,0,0,2,11,0,2,88,9.1,914,16:02,31,79,357,424,45.7
70,Mikkel Boedker\boedkmi01,30,OTT,RW,11,1,2,3,3,0,0.4,1,0,0,0,2,0,0,11,9.1,87,07:56,2,5,0,0,
71,Brock Boeser\boesebr01,22,VAN,RW,56,16,29,45,5,14,4.5,11,5,0,3,20,9,0,166,9.6,1041,18:36,13,27,11,19,36.7
72,Zach Bogosian\bogosza01,29,BUF,D,19,1,4,5,0,10,0.9,1,0,0,0,4,0,0,18,5.6,320,16:50,21,22,0,0,
73,Nick Bonino\boninni01,31,NSH,C,58,17,17,34,20,16,4.1,16,1,0,3,17,0,0,96,17.7,970,16:44,71,15,429,394,52.1
74,Adam Boqvist\boqviad01,19,CHI,D,32,4,4,8,-8,6,1,4,0,0,1,2,2,0,40,10,532,16:37,36,26,0,0,
75,Jesper Boqvist\boqvije01,21,NJD,C,34,4,0,4,-10,8,-0.2,3,1,0,0,0,0,0,41,9.8,369,10:51,15,36,5,10,33.3
76,Henrik Borgström\borgshe01,22,FLA,C,4,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,3,0,50,12:23,0,1,13,14,48.1
77,Mark Borowiecki\borowma01,30,OTT,D,53,7,11,18,1,58,3.5,6,0,1,0,11,0,0,63,11.1,951,17:56,120,199,0,0,
78,Robert Bortuzzo\borturo01,30,STL,D,35,1,4,5,11,19,1.8,1,0,0,0,4,0,0,29,3.4,463,13:13,36,48,0,0,
79,Gabriel Bourque\bourqga01,29,WPG,LW,44,2,3,5,-2,7,0,2,0,0,0,3,0,0,31,6.5,395,08:58,32,106,2,3,40
80,Jay Bouwmeester\bouwmja01,36,STL,D,56,1,8,9,6,20,2.4,1,0,0,0,7,0,1,53,1.9,1208,21:34,68,42,0,0,
81,Madison Bowey\boweyma01,24,DET,D,45,3,12,15,-13,28,2.2,3,0,0,0,11,1,0,60,5,796,17:41,51,42,0,0,
82,Johnny Boychuk\boychjo01,36,NYI,D,57,2,9,11,-9,14,1.7,1,1,0,0,9,0,0,84,2.4,1001,17:33,118,119,0,0,
83,Travis Boyd\boydtr01,26,WSH,C,23,3,7,10,9,2,1.2,3,0,0,0,6,1,0,25,12,273,11:52,9,14,50,69,42
84,Brian Boyle\boylebr01,35,FLA,C,39,6,9,15,-5,17,1,5,1,0,1,9,0,0,56,10.7,483,12:23,34,65,197,179,52.4
85,Tyler Bozak\bozakty01,33,STL,C,58,12,15,27,3,10,2.5,10,1,1,2,14,1,0,95,12.6,904,15:35,31,29,315,259,54.9
86,Erik Brannstrom\branner01,20,OTT,D,31,0,4,4,-9,16,0.1,0,0,0,0,3,1,0,38,0,460,14:51,36,15,0,0,
87,Derick Brassard\brassde01,32,NYI,C,58,10,19,29,3,16,2.8,7,3,0,1,13,6,0,104,9.6,806,13:54,22,99,189,154,55.1
88,Jesper Bratt\brattje01,21,NJD,W,50,11,13,24,-7,6,2.2,11,0,0,1,11,2,0,80,13.8,698,13:57,13,22,1,6,14.3
89,Justin Braun\braunju01,32,PHI,D,53,3,13,16,-2,12,2.6,3,0,0,0,12,1,0,63,4.8,918,17:20,70,80,0,0,
90,T.J. Brodie\broditj01,29,CGY,D,55,1,15,16,6,30,3.5,1,0,0,0,14,1,0,54,1.9,1114,20:15,72,17,0,0,
91,Jonas Brodin\brodijo01,26,MIN,D,58,2,22,24,13,16,4.6,2,0,0,0,19,1,2,85,2.4,1241,21:24,91,34,0,0,
92,Jonny Brodzinski\brodzjo01,26,SJS,C,3,0,1,1,0,0,0.1,0,0,0,0,1,0,0,5,0,22,07:24,0,3,0,1,0
93,Adam Brooks\brookad01,23,TOR,C,7,0,3,3,1,0,0.2,0,0,0,0,3,0,0,2,0,55,07:51,1,0,5,5,50
94,Troy Brouwer\brouwtr01,34,STL,RW,13,1,0,1,1,7,0,1,0,0,0,0,0,0,12,8.3,123,09:28,6,24,1,1,50
95,Connor Brown\brownco02,26,OTT,RW,59,11,25,36,-5,24,2.7,9,2,0,1,22,1,2,139,7.9,1194,20:15,33,33,23,23,50
96,Dustin Brown\browndu01,35,LAK,RW,55,10,15,25,-8,16,1.8,9,1,0,0,12,3,0,131,7.6,999,18:10,13,112,6,7,46.2
97,Josh Brown\brownjo01,26,FLA,D,52,3,5,8,3,39,1.5,3,0,0,1,5,0,0,44,6.8,702,13:30,52,71,0,0,
98,Logan Brown\brownlo01,21,OTT,C,23,1,7,8,0,4,0.5,0,1,0,1,5,2,0,23,4.3,270,11:45,11,13,55,79,41
99,Pavel Buchnevich\buchnpa01,24,NYR,LW,58,13,22,35,-1,20,3,10,3,0,1,18,4,0,119,10.9,964,16:38,21,71,4,16,20
100,Connor Bunnaman\bunnaco01,21,PHI,F,18,1,1,2,5,2,0.2,1,0,0,0,1,0,0,16,6.3,165,09:09,1,25,31,50,38.3
101,Andre Burakovsky\burakan01,24,COL,LW,55,19,25,44,10,20,5.2,17,2,0,5,16,9,0,97,19.6,829,15:04,32,25,5,9,35.7
102,Brent Burns\burnsbr01,34,SJS,D,59,12,29,41,-21,30,5.8,7,5,0,1,19,9,1,183,6.6,1474,00:59,91,61,0,0,
103,Will Butcher\butchwi01,25,NJD,D,55,4,17,21,-8,6,2.9,4,0,0,1,16,1,0,62,6.5,1002,18:13,74,31,0,0,
104,Paul Byron\byronpa01,30,MTL,C,19,1,3,4,3,4,0.2,1,0,0,0,3,0,0,11,9.1,261,13:44,11,28,0,2,0
105,Nicholas Caamano\caamani01,21,DAL,RW,12,1,1,2,2,4,0.2,1,0,0,0,1,0,0,13,7.7,120,09:58,3,17,1,1,50
106,Drake Caggiula\caggidr01,25,CHI,LW,30,6,5,11,-5,21,0.9,5,1,0,0,4,0,1,41,14.6,357,11:53,14,55,4,6,40
107,Matt Calvert\calvema01,30,COL,LW,50,12,13,25,13,39,2.9,9,0,3,1,12,0,1,89,13.5,705,14:05,22,58,12,14,46.2
108,Kyle Capobianco\capobky01,22,ARI,D,9,1,0,1,-1,2,0.3,1,0,0,0,0,0,0,10,10,133,14:46,10,14,0,0,
109,Paul Carey\careypa01,31,BOS,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,6,06:22,1,0,0,0,
110,Brandon Carlo\carlobr01,23,BOS,D,59,4,13,17,19,31,4.6,4,0,0,0,13,0,0,96,4.2,1217,20:38,66,118,0,0,
111,John Carlson\carlsjo01,30,WSH,D,59,15,55,70,14,20,10.4,13,2,0,6,33,22,0,164,9.1,1457,00:42,89,47,0,1,0
112,Gabriel Carlsson\carlsga01,23,CBJ,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,0,3,0,65,10:53,0,5,0,0,
113,Ryan Carpenter\carpery01,29,CHI,C,58,3,12,15,-4,24,0.2,2,0,1,0,10,0,2,70,4.3,826,14:14,42,101,239,311,43.5
114,Daniel Carr\carrda01,28,NSH,LW,11,1,0,1,-5,4,-0.2,1,0,0,0,0,0,0,14,7.1,114,10:20,2,10,0,1,0
115,Connor Carrick\carrico01,25,NJD,D,18,0,4,4,-3,13,0.4,0,0,0,0,4,0,0,10,0,248,13:47,27,17,0,0,
116,Sam Carrick\carrisa01,27,ANA,C,9,1,1,2,-3,0,0,0,0,1,0,1,0,0,16,6.3,124,13:46,8,13,33,39,45.8
117,Trevor Carrick\carritr01,25,SJS,D,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,17,05:47,0,1,0,0,
118,Alexandre Carrier\carrial01,23,NSH,D,3,0,0,0,2,2,0.2,0,0,0,0,0,0,0,4,0,32,10:47,0,3,0,0,
119,William Carrier\carriwi01,25,VEG,LW,61,6,11,17,1,33,1.4,6,0,0,1,11,0,0,86,7,590,09:41,10,187,7,4,63.6
120,Jeff Carter\carteje01,35,LAK,C,59,17,9,26,-21,36,2.1,14,3,0,7,7,2,0,180,9.4,999,16:56,23,65,379,360,51.3
121,Colby Cave\caveco01,25,EDM,C,9,1,0,1,-2,4,0,1,0,0,0,0,0,0,5,20,93,10:22,2,16,30,36,45.5
122,Cody Ceci\cecico01,26,TOR,D,54,1,7,8,8,20,1.8,1,0,0,1,7,0,0,47,2.1,1115,20:38,75,88,0,0,
123,Peter Cehlarik\cehlape01,24,BOS,LW,3,0,1,1,-1,2,0,0,0,0,0,1,0,0,0,,34,11:16,2,2,1,1,50
124,Erik Cernak\cernaer01,22,TBL,D,57,5,6,11,9,41,2.9,5,0,0,1,6,0,0,115,4.3,1083,19:00,84,146,0,0,
125,Thomas Chabot\chaboth01,23,OTT,D,59,5,28,33,-25,36,3.4,5,0,0,0,17,11,0,156,3.2,1538,02:04,74,65,0,0,
126,Michael Chaput\chapumi01,27,ARI,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0,20,10:01,2,3,7,6,53.8
127,Zdeno Chara\charazd01,42,BOS,D,58,5,8,13,24,49,4.6,5,0,0,2,8,0,0,74,6.8,1219,21:01,81,69,0,0,
128,Ben Chiarot\chiarbe01,28,MTL,D,59,7,11,18,7,37,4.3,7,0,0,2,11,0,0,116,6,1381,23:25,112,129,0,0,
129,Alex Chiasson\chiasal01,29,EDM,RW,53,8,12,20,-4,38,1.7,3,5,0,2,5,7,0,85,9.4,683,12:53,12,47,0,4,0
130,Andrei Chibisov\chibian01,26,WPG,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,08:03,1,1,0,0,
131,Filip Chlapik\chlapfi01,22,OTT,C,30,2,3,5,-8,10,0,2,0,0,1,3,0,0,25,8,259,08:37,11,70,12,14,46.2
132,Dennis Cholowski\cholode01,21,DET,D,33,2,6,8,-23,4,0.4,1,1,0,1,2,4,0,48,4.2,651,19:43,34,15,0,0,
133,Jakob Chychrun\chychja01,21,ARI,D,62,12,14,26,4,36,6.1,7,5,0,2,11,3,0,143,8.4,1394,22:29,95,75,0,0,
134,Filip Chytil\chytifi01,20,NYR,C,49,12,8,20,-2,8,1.8,11,1,0,2,7,1,0,101,11.9,741,15:07,26,9,156,259,37.6
135,Anthony Cirelli\cirelan01,22,TBL,C,58,14,26,40,26,26,4.4,13,1,0,3,22,3,1,97,14.4,1062,18:19,40,73,367,401,47.8
136,Casey Cizikas\cizikca01,28,NYI,C,48,10,4,14,12,41,1.8,7,0,3,1,2,0,2,67,14.9,686,14:18,39,133,368,320,53.5
137,Kale Clague\claguka01,21,LAK,D,4,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,2,0,58,14:34,4,1,0,0,
138,Kyle Clifford\cliffky01,29,TOT,LW,59,6,9,15,-6,56,0.9,6,0,0,0,9,0,0,97,6.2,676,11:28,12,105,6,3,66.7
138,Kyle Clifford\cliffky01,29,LAK,LW,53,6,8,14,-6,45,0.9,6,0,0,0,8,0,0,89,6.7,619,11:41,12,90,6,3,66.7
138,Kyle Clifford\cliffky01,29,TOR,LW,6,0,1,1,0,11,0,0,0,0,0,1,0,0,8,0,57,09:28,0,15,0,0,
139,Connor Clifton\cliftco01,24,BOS,D,30,2,0,2,4,12,1.1,2,0,0,0,0,0,0,20,10,434,14:29,32,85,0,0,
140,Cal Clutterbuck\cluttca01,32,NYI,RW,33,3,4,7,7,20,0.5,2,0,1,0,3,0,1,34,8.8,460,13:57,36,116,4,5,44.4
141,Braydon Coburn\coburbr01,34,TBL,D,31,1,1,2,8,12,1.1,1,0,0,0,1,0,0,33,3,425,13:43,22,50,0,0,
142,Andrew Cogliano\coglian01,32,DAL,LW,58,2,11,13,2,26,0.6,2,0,0,0,11,0,0,57,3.5,723,12:28,24,71,13,16,44.8
143,Ian Cole\coleia01,30,COL,D,53,4,20,24,28,30,5,4,0,0,1,20,0,0,72,5.6,938,17:42,106,70,0,0,
144,Blake Coleman\colembl01,28,NJD,C,57,21,10,31,-2,40,3.6,17,1,3,2,7,2,1,182,11.5,971,17:02,40,166,46,98,31.9
145,Blake Comeau\comeabl01,33,DAL,RW,45,8,8,16,-5,32,1.3,7,0,1,2,7,0,1,64,12.5,675,15:01,20,87,40,46,46.5
146,J.T. Compher\comphj.01,24,COL,LW,55,8,17,25,9,16,2,7,1,0,0,12,2,3,85,9.4,870,15:49,47,33,260,282,48
147,Max Comtois\comtoma01,21,ANA,LW,29,5,6,11,-4,24,0.9,3,2,0,0,5,1,0,32,15.6,405,13:58,8,61,3,13,18.8
148,Cory Conacher\conacco01,30,TBL,LW,4,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,5,0,44,11:05,1,3,0,0,
149,Kevin Connauton\connake01,29,COL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,17:14,1,3,0,0,
150,Brett Connolly\connobr01,27,FLA,RW,59,18,13,31,-4,24,3.1,14,4,0,2,11,2,0,103,17.5,880,14:55,15,51,6,11,35.3
151,Kyle Connor\connoky01,23,WPG,LW,60,29,31,60,-1,30,6.7,20,8,1,6,24,7,0,197,14.7,1261,21:01,13,16,2,10,16.7
152,Andrew Copp\coppan01,25,WPG,C,52,10,12,22,1,10,1.7,9,1,0,5,10,0,2,107,9.3,912,17:32,24,55,229,205,52.8
153,Nick Cousins\cousini01,26,MTL,C,55,9,12,21,0,21,1.9,7,2,0,0,10,2,0,102,8.8,739,13:26,28,76,13,22,37.1
154,Logan Couture\coutulo01,30,SJS,C,45,14,22,36,-1,18,3.8,14,0,0,2,12,8,2,110,12.7,842,18:42,37,48,165,212,43.8
155,Sean Couturier\coutuse01,27,PHI,C,59,17,35,52,19,26,5.8,14,3,0,2,27,8,0,158,10.8,1179,19:59,23,51,466,319,59.4
156,Charlie Coyle\coylech01,27,BOS,C,60,14,19,33,10,14,3.5,12,0,2,3,15,4,0,125,11.2,990,16:30,30,78,274,299,47.8
157,Sidney Crosby\crosbsi01,32,PIT,C,29,11,25,36,-2,13,3.6,8,3,0,3,16,9,0,74,14.9,591,20:22,11,27,344,287,54.5
158,Lawson Crouse\crousla01,22,ARI,LW,58,14,9,23,3,26,2.8,13,0,1,2,9,0,0,94,14.9,799,13:47,25,177,21,22,48.8
159,Austin Czarnik\czarnau01,27,CGY,C,8,2,1,3,1,0,0.4,1,1,0,0,1,0,0,9,22.2,82,10:11,2,1,2,4,33.3
160,Kirby Dach\dachki01,19,CHI,C,53,8,11,19,-1,16,1.4,8,0,0,2,9,2,0,85,9.4,743,14:01,20,27,51,104,32.9
161,Evgenii Dadonov\dadonev01,30,FLA,RW,59,24,19,43,-2,8,4.7,14,10,0,2,15,4,0,144,16.7,1007,17:04,21,25,0,0,
162,Rasmus Dahlin\dahlira01,19,BUF,D,49,4,31,35,1,34,4.9,2,2,0,1,17,14,0,79,5.1,931,18:59,37,56,0,0,
163,Carl Dahlstrom\dahlsca01,25,WPG,D,15,0,1,1,-4,6,0,0,0,0,0,1,0,0,9,0,221,14:46,13,5,0,0,
164,Michael Dal Colle\dalcomi01,23,NYI,LW,44,4,6,10,-5,10,0.4,4,0,0,0,6,0,0,43,9.3,506,11:30,18,65,5,2,71.4
165,Trevor Daley\daleytr01,36,DET,D,34,0,6,6,-19,16,0.1,0,0,0,0,4,2,0,31,0,546,16:03,35,9,0,0,
166,Phillip Danault\danauph01,26,MTL,LW,61,12,28,40,13,28,3.9,11,1,0,1,25,3,0,111,10.8,1150,18:52,30,107,631,523,54.7
167,Marko Daňo\danoma01,25,CBJ,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0,22,07:10,3,5,0,0,
168,Brandon Davidson\davidbr01,28,CGY,D,7,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,13,0,86,12:16,15,10,0,0,
169,Jonathan Davidsson\davidjo03,22,OTT,RW,6,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,33,05:31,1,5,0,0,
170,Calvin de Haan\dehaaca01,28,CHI,D,29,1,5,6,10,10,1.9,1,0,0,0,5,0,0,42,2.4,577,19:55,73,93,0,0,
171,Jacob de La Rose\delarja01,24,TOT,LW,48,2,7,9,1,8,0.4,2,0,0,0,7,0,0,46,4.3,514,10:43,16,110,117,155,43
171,Jacob de La Rose\delarja01,24,STL,LW,32,1,4,5,-2,4,0,1,0,0,0,4,0,0,31,3.2,319,09:58,7,78,62,79,44
171,Jacob de La Rose\delarja01,24,DET,LW,16,1,3,4,3,4,0.4,1,0,0,0,3,0,0,15,6.7,196,12:13,9,32,55,76,42
172,Chase De Leo\deleoch01,24,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,14:59,0,1,0,1,0
173,Jean-Sebastien Dea\deaje01,25,BUF,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,07:38,0,3,1,1,50
174,Anthony DeAngelo\deangan01,24,NYR,D,56,13,30,43,12,43,7.3,10,3,0,3,19,11,0,115,11.3,1065,19:01,45,42,0,0,
175,Alex DeBrincat\debrial01,22,CHI,RW,59,14,23,37,-11,13,2.9,5,9,0,2,20,3,0,167,8.4,1031,17:29,17,55,6,10,37.5
176,Jake Debrusk\debruja01,23,BOS,LW,55,18,16,34,3,14,3.9,11,7,0,4,13,3,0,136,13.2,889,16:10,14,26,8,16,33.3
