Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
780,John Tavares\tavarjo01,29,TOR,C,53,818,685,54.4,2.4,615,534,53.5,2.1,11.9,85.5,97.4,53,47,19:36,16:40,34,42,2.9,310,54.5
781,Matt Tennyson\tennyma01,29,NJD,D,19,142,181,44,-4.9,112,137,45,-4.6,21.5,82.7,104.2,55,45,12:13,12:10,2,6,-0.6,24,50
782,Teuvo Teravainen\teravte01,25,CAR,F,58,786,552,58.7,6.3,573,432,57,4.9,13.3,88.5,101.8,55.5,44.5,19:10,14:20,42,37,9.4,268,56.7
783,Troy Terry\terrytr01,22,ANA,C/RW,44,414,422,49.5,0.9,320,325,49.6,1.5,6.3,89.6,95.9,56.9,43.1,14:23,12:17,29,15,-0.8,135,51.9
784,Alexandre Texier\texieal01,20,CBJ,C,36,326,312,51.1,1.5,248,217,53.3,1.8,10.2,90.4,100.5,53.3,46.7,12:45,11:55,16,12,0.9,85,57.6
785,Shea Theodore\theodsh01,24,VEG,D,61,1051,753,58.3,5.8,793,588,57.4,4.4,9,90.5,99.5,59.1,40.9,22:09,18:23,48,47,16.5,379,47
786,Robert Thomas\thomaro01,20,STL,C,54,485,476,50.5,0,357,370,49.1,-1.3,12.4,89.1,101.4,55.4,44.6,14:23,12:32,36,26,3.4,113,57.5
787,Nate Thompson\thompna01,35,MTL,C,60,479,524,47.8,-8.1,354,364,49.3,-5.7,7.7,89.6,97.3,38.6,61.4,12:46,10:22,17,26,-1.7,102,57.8
788,Tage Thompson\thompta01,22,BUF,C,1,5,5,50,-3,3,3,50,1,0,100,100,66.7,33.3,06:59,06:59,1,0,-0.1,2,0
789,Joe Thornton\thornjo01,40,SJS,C,59,612,577,51.5,2.5,437,426,50.6,2.1,8.9,86.1,95,51.3,48.7,15:13,12:54,49,25,-3.9,101,60.4
790,Chris Tierney\tiernch01,25,OTT,C,59,606,674,47.3,-0.3,447,497,47.4,-1,12.5,88.6,101,41.9,58.1,16:58,13:32,30,33,-1.8,140,57.1
791,Dmytro Timashov\timasdm01,23,TOR,LW,38,211,247,46.1,-7.1,154,178,46.4,-6.3,9.7,93.7,103.4,31.4,68.6,08:03,07:45,3,3,-1.2,56,58.9
792,Conor Timmins\timmico01,21,COL,D,2,24,18,57.1,12.7,19,12,61.3,17.9,14.3,100,114.3,55.6,44.4,10:25,09:32,1,0,0.4,4,25
793,Jarred Tinordi\tinorja01,27,NSH,D,17,180,214,45.7,-4.1,139,159,46.6,-3.5,12.2,90.9,103.2,46.5,53.5,16:37,15:17,0,11,-1.8,32,46.9
794,Brady Tkachuk\tkachbr01,20,OTT,LW,59,803,803,50,3.4,606,598,50.3,3.1,9,88.1,97.1,52.1,47.9,18:46,15:35,27,32,5.6,356,61.5
795,Matthew Tkachuk\tkachma01,22,CGY,LW,60,782,663,54.1,4.4,561,518,52,2.6,12.5,86.4,98.9,46.3,53.7,18:18,15:03,34,76,3.9,279,60.6
796,Devon Toews\toewsde01,25,NYI,D,58,789,800,49.7,4.4,570,577,49.7,3.9,10.4,90.5,100.9,53.4,46.6,20:24,17:47,28,46,6,213,47.9
797,Jonathan Toews\toewsjo01,31,CHI,C,59,760,751,50.3,2.4,549,570,49.1,1.5,14.8,86.7,101.5,55.4,44.6,19:41,14:30,50,33,-1.1,237,58.6
798,Tyler Toffoli\toffoty01,27,LAK,C,58,766,565,57.6,4.4,565,424,57.1,4.1,8.7,87.6,96.3,54.7,45.3,16:37,13:25,31,29,5.3,292,56.5
799,Dominic Toninato\tonindo01,25,FLA,C,40,303,383,44.2,-6.1,222,273,44.8,-5.1,12,92.4,104.4,39.6,60.4,11:14,10:28,12,11,-2,55,54.5
800,Yakov Trenin\treniya01,23,NSH,C,17,143,145,49.7,-0.9,97,95,50.5,-0.5,12.9,88.3,101.2,41.9,58.1,10:04,10:01,7,2,0.9,40,57.5
801,Vincent Trocheck\trochvi01,26,FLA,C,52,622,535,53.8,5.4,443,385,53.5,4.8,13.2,85,98.2,60,40,17:05,14:26,47,61,3,212,59.9
802,Zach Trotman\trotmza01,29,PIT,D,5,57,50,53.3,-0.2,43,34,55.8,1.5,8.6,93.1,101.7,53.3,46.7,15:36,14:14,0,3,-0.7,18,33.3
803,Jacob Trouba\troubja01,25,NYR,D,58,833,1047,44.3,-3.3,617,785,44,-4.4,9.6,89.5,99.1,43.6,56.4,22:55,18:26,36,63,-6.1,283,50.2
804,Alexander True\trueal01,22,SJS,F,6,50,47,51.5,4.4,41,32,56.2,9.2,16,91.7,107.7,44,56,09:58,09:57,1,2,1.4,9,55.6
805,Alex Tuch\tuchal01,23,VEG,RW,42,417,369,53.1,-2.7,301,277,52.1,-4.3,8.7,86.9,95.6,60.1,39.9,14:37,12:31,27,27,0.7,170,58.2
806,Kyle Turris\turriky01,30,NSH,C,51,531,518,50.6,-0.5,383,381,50.1,-1.6,10.8,87.1,98,59.1,40.9,15:05,12:11,18,23,-2.6,130,53.8
807,Carsen Twarynski\twaryca01,22,PHI,F,15,94,118,44.3,-8.5,68,79,46.3,-6.2,2,92.7,94.7,48.6,51.4,10:41,10:23,6,0,-1.2,18,77.8
808,T.J. Tynan\tynant.01,27,COL,C,15,81,86,48.5,0.5,58,54,51.8,4.4,4.3,91.7,95.9,54.3,45.7,08:39,08:02,5,0,-0.8,12,58.3
809,Urho Vaakanainen\vaakaur01,21,BOS,D,5,39,67,36.8,-11.6,28,53,34.6,-16.9,16.7,97,113.6,54.8,45.2,16:51,15:16,1,3,-0.1,9,22.2
810,James van Riemsdyk\vanrija01,30,PHI,LW,59,571,516,52.5,0.8,422,370,53.3,2.4,11.7,88.4,100.2,53,47,15:12,12:23,14,14,2,221,63.8
811,Trevor van Riemsdyk\vanritr01,28,CAR,D,39,419,364,53.5,-0.2,300,285,51.3,-1.9,8.1,88,96.1,51.6,48.4,14:44,13:35,12,15,-1.4,87,50.6
812,Sami Vatanen\vatansa01,28,NJD,D,47,572,616,48.1,0.4,418,452,48,-0.6,9.2,87.1,96.2,50,50,21:45,16:21,14,24,-4.5,200,47.5
813,Frank Vatrano\vatrafr01,25,FLA,LW,59,559,548,50.5,0.9,401,398,50.2,0.1,10.1,87.7,97.8,60.7,39.3,15:09,12:03,28,14,-1,195,69.2
814,Lukas Vejdemo\vejdelu01,24,MTL,C,4,25,17,59.5,10,19,12,61.3,14.3,0,87.5,87.5,37.5,62.5,07:30,07:24,2,0,0.5,3,66.7
815,Carter Verhaeghe\verhaca01,24,TBL,C,47,353,293,54.6,2.5,262,230,53.3,1.7,9.6,86.9,96.4,53.1,46.9,09:22,09:00,16,9,-0.4,91,58.2
816,Max Veronneau\veronma01,24,OTT,RW,4,23,16,59,9.1,18,13,58.1,7.9,0,81.8,81.8,50,50,08:25,07:44,0,1,-0.4,6,50
817,Jimmy Vesey\veseyji02,26,BUF,LW,55,517,496,51,1.2,395,377,51.2,1.9,11.4,92.8,104.2,53.5,46.5,14:08,12:31,23,16,-0.1,146,58.2
818,Jake Virtanen\virtaja01,23,VAN,RW,59,555,601,48,-0.3,426,431,49.7,1.2,8.9,90.8,99.7,53.3,46.7,13:01,11:59,33,21,-4.8,200,63.5
819,Marc-Edouard Vlasic\vlasima01,32,SJS,D,59,748,765,49.4,-0.1,553,545,50.4,1.9,10.8,87.4,98.2,48.2,51.8,20:15,16:33,16,30,-4.4,171,35.1
820,Alexander Volkov\volkoal01,22,TBL,RW,9,60,60,50,-4.2,40,49,44.9,-9.9,3.4,80,83.4,56.9,43.1,10:16,10:16,4,2,-0.6,13,53.8
821,Jakub Voracek\voracja01,30,PHI,RW,59,650,550,54.2,2.9,477,421,53.1,2.2,12.3,90.4,102.7,55.1,44.9,17:03,13:54,22,25,4,217,49.8
822,Mikhail Vorobyev\vorobmi01,23,PHI,C,20,103,133,43.6,-8.6,77,101,43.3,-8.9,14.8,86.1,100.9,51.6,48.4,10:26,09:44,5,4,-4.2,28,53.6
823,Jakub Vrana\vranaja01,23,WSH,LW,59,618,583,51.5,-1.4,470,434,52,-0.4,14.3,88.4,102.7,51.7,48.3,14:53,12:44,27,36,2.7,272,60.3
824,Austin Wagner\wagneau01,22,LAK,LW,54,551,421,56.7,3.4,421,313,57.4,4.7,5.2,90.4,95.6,52.9,47.1,12:01,11:51,15,17,5.8,177,62.1
825,Chris Wagner\wagnech01,28,BOS,C,58,392,477,45.1,-6.8,306,349,46.7,-4.7,8.2,88.8,96.9,30.2,69.8,12:29,10:54,14,18,-0.3,116,57.8
826,Oliver Wahlstrom\wahlsol01,19,NYI,RW,9,56,67,45.5,0.2,41,44,48.2,1.4,7.1,90.3,97.5,54.3,45.7,10:17,09:21,1,5,0.3,16,56.3
827,Nathan Walker\walkena01,25,STL,C,5,54,44,55.1,10.1,35,37,48.6,4,7.4,86.7,94.1,54.5,45.5,11:08,11:06,0,1,-0.8,10,60
828,Sean Walker\walkese01,25,LAK,D,59,957,742,56.3,3.3,702,563,55.5,2.5,8.6,87.4,96,49.6,50.4,18:56,17:01,22,57,0.3,241,45.2
829,Lucas Wallmark\wallmlu01,24,CAR,C,57,473,445,51.5,-3,342,323,51.4,-2.3,9.1,89.3,98.5,46.7,53.3,12:57,10:42,20,12,0,128,59.4
830,Jake Walman\walmaja01,23,STL,D,1,8,8,50,9.5,4,6,40,-1.9,33.3,100,133.3,71.4,28.6,11:04,11:04,0,0,0.3,1,100
831,Austin Watson\watsoau01,28,NSH,LW,49,333,446,42.7,-10.9,253,316,44.5,-9.2,11.4,85.5,96.8,29.9,70.1,11:49,10:27,17,18,-7,83,55.4
832,Jordan Weal\wealjo01,27,MTL,C,40,396,335,54.2,-0.9,286,248,53.6,-0.9,5.8,90.6,96.5,46.3,53.7,13:21,11:14,19,10,1.4,97,68
833,Shea Weber\webersh01,34,MTL,D,55,1021,831,55.1,0.7,757,611,55.3,1.4,10.2,89.6,99.8,49.7,50.3,00:18,18:34,11,67,8.1,325,48.3
834,Yannick Weber\weberya01,31,NSH,D,38,410,461,47.1,-4,308,344,47.2,-4.3,9.6,92.3,101.9,48.1,51.9,14:02,13:41,11,8,-3,91,48.4
835,Anton Wedin\wedinan01,26,CHI,F,4,16,21,43.2,-9,12,14,46.2,-6.6,14.3,100,114.3,9.1,90.9,09:04,08:58,1,0,-0.2,3,66.7
836,MacKenzie Weegar\weegama01,26,FLA,D,35,447,392,53.3,3.6,340,284,54.5,4.5,12.8,84.4,97.2,49.2,50.8,19:34,17:07,22,33,3.3,96,58.3
837,Dale Weise\weiseda01,31,MTL,RW,16,99,104,48.8,-7,78,80,49.4,-4.9,8.1,91.2,99.3,43.8,56.3,09:15,08:43,3,7,0.8,16,68.8
838,Alexander Wennberg\wennbal01,25,CBJ,C,52,477,502,48.7,1.4,367,361,50.4,1.3,7.8,90.8,98.6,46.5,53.5,16:32,12:40,17,22,0.7,100,65
839,Zach Werenski\werenza01,22,CBJ,D,53,771,799,49.1,0.9,575,577,49.9,-0.4,11.7,90,101.7,59.8,40.2,23:49,18:41,25,41,2.5,272,55.1
840,Blake Wheeler\wheelbl01,33,WPG,RW,60,708,661,51.7,3.7,528,503,51.2,4.7,10.8,87.2,98,58.2,41.8,19:06,14:49,33,39,-2.6,266,58.6
841,Colin White\whiteco02,23,OTT,C,52,521,585,47.1,-0.3,384,447,46.2,-2,8,89.7,97.7,55,45,15:37,13:15,20,24,-1.4,126,56.3
842,Colton White\whiteco03,22,NJD,D,3,17,42,28.8,-9.5,14,28,33.3,-9,16.7,87,103.6,47.4,52.6,13:12,12:08,0,4,-1.3,2,100
843,Zach Whitecloud\whiteza01,23,VEG,D,7,65,43,60.2,1.6,55,28,66.3,7.6,14.3,95,109.3,68.4,31.6,14:12,13:13,2,0,2.4,11,54.5
844,Justin Williams\williju01,38,CAR,RW,10,88,68,56.4,6.2,58,57,50.4,0.8,11.6,92.7,104.3,52.2,47.8,12:59,10:36,2,7,-0.2,36,66.7
845,Colin Wilson\wilsoco01,30,COL,C,9,88,74,54.3,6.9,63,52,54.8,8.1,14,100,114,27.5,72.5,12:37,10:16,1,3,1.1,20,60
846,Scott Wilson\wilsosc01,27,BUF,C/LW,6,42,37,53.2,3.2,32,31,50.8,2.4,12.5,92.3,104.8,33.3,66.7,11:38,11:29,5,0,-0.6,12,66.7
847,Tom Wilson\wilsoto01,25,WSH,RW,58,729,656,52.6,0,523,489,51.7,-1.1,12.9,84.6,97.5,51.3,48.7,18:19,14:16,21,35,3.8,220,59.5
848,Luke Witkowski\witkolu01,29,TBL,D,12,63,104,37.7,-14,47,82,36.4,-13.4,8.1,90,98.1,51.2,48.8,08:48,08:25,2,2,-3.2,13,76.9
849,Miles Wood\woodmi01,24,NJD,LW,58,504,645,43.9,-3.2,378,481,44,-4.2,8.9,88.5,97.4,38.3,61.7,12:46,11:56,12,20,-6.1,190,62.6
850,Kailer Yamamoto\yamamka01,21,EDM,RW,18,240,239,50.1,1.6,179,179,50,0.9,16.9,91.9,108.8,53.7,46.3,16:54,16:00,15,5,0.2,47,68.1
851,Keith Yandle\yandlke01,33,FLA,D,59,746,780,48.9,-1.3,551,596,48,-2.8,12.4,90.2,102.6,58.9,41.1,19:54,15:51,21,56,0.1,243,46.9
852,Alexander Yelesin\yelesal01,23,CGY,D,2,20,16,55.6,0.5,17,12,58.6,6.6,9.1,80,89.1,54.5,45.5,11:42,11:42,0,2,0.6,4,50
853,Danil Yurtaykin\yurtada01,22,SJS,F,4,38,30,55.9,7.3,29,25,53.7,7.4,5,88.2,93.2,65.4,34.6,12:54,10:53,2,0,-0.8,8,25
854,Pavel Zacha\zachapa01,22,NJD,C,54,450,607,42.6,-4.8,353,444,44.3,-3.8,11.9,85.8,97.7,45,55,16:07,12:18,24,25,-8.6,118,66.1
855,Filip Zadina\zadinfi01,20,DET,RW,28,239,284,45.7,0.3,180,219,45.1,-0.2,7.7,87.8,95.5,52.8,47.2,15:10,12:38,12,17,-2,107,56.1
856,Nikita Zadorov\zadorni01,24,COL,D,54,673,685,49.6,-2,493,479,50.7,-0.4,11.5,90.7,102.2,45.9,54.1,18:12,15:50,22,32,-2.8,142,41.5
857,Nikita Zaitsev\zaitsni01,28,OTT,D,46,604,794,43.2,-7.2,450,582,43.6,-7.4,8.7,91,99.7,41.9,58.1,21:42,18:16,15,31,-5.3,122,40.2
858,Travis Zajac\zajactr01,34,NJD,C,58,587,665,46.9,0.6,452,484,48.3,1.2,9.4,87.1,96.5,45.3,54.7,17:13,13:38,29,15,-4.2,102,55.9
859,Mika Zibanejad\zibanmi01,26,NYR,C,45,566,565,50,3.9,430,426,50.2,3.5,12.1,88.8,100.9,48.5,51.5,21:22,15:13,29,34,1.6,258,59.3
860,Mats Zuccarello\zuccama01,32,MIN,LW,54,546,595,47.9,-2.7,404,432,48.3,-2.6,12.3,86.9,99.2,53.7,46.3,16:13,13:26,27,17,1.2,146,58.9
861,Jason Zucker\zuckeja01,28,TOT,LW,48,473,521,47.6,-1.9,355,387,47.8,-1.9,14.8,88,102.8,50,50,15:58,13:21,27,21,2.2,128,64.8
862,Valentin Zykov\zykovva01,24,VEG,LW,15,107,130,45.1,-8.7,74,104,41.6,-12.7,9.1,90.8,99.9,54.7,45.3,12:13,10:50,5,12,-1.7,31,61.3
